name,cases,year
HND,770,2018
HUN,-1,2018
ISL,100,2018
IND,70000,2018
IDN,26000,2018
IRN,4000,2018
IRQ,-1,2018
IRL,100,2018
ISR,-1,2018
ITA,640,2018
JAM,770,2018
JPN,-1,2018
JOR,-1,2018
KAZ,200,2018
KEN,23000,2018
KIR,-1,2018
KWT,-1,2018
KGZ,500,2018
LAO,500,2018
LVA,100,2018
LBN,100,2018
LSO,5800,2018
LBR,1700,2018
LBY,100,2018
LTU,100,2018
LUX,100,2018
MDG,2100,2018
MWI,17000,2018
MYS,1500,2018
MDV,-1,2018
MLI,4900,2018
MLT,-1,2018
MHL,-1,2018
MRT,540,2018
MUS,-1,2018
MEX,5600,2018
FSM,-1,2018
MCO,-1,2018
MNG,100,2018
MNE,100,2018
MAR,570,2018
MOZ,-1,2018
MMR,8400,2018
NAM,3800,2018
NRU,-1,2018
NPL,760,2018
NLD,100,2018
NZL,100,2018
NIC,500,2018
NER,1100,2018
NGA,58000,2018
NIU,-1,2018
MKD,-1,2018
NOR,100,2018
OMN,100,2018
PAK,7300,2018
PLW,-1,2018
PAN,-1,2018
PNG,520,2018
PRY,500,2018
PER,1200,2018
PHL,730,2018
POL,-1,2018
PRT,500,2018
QAT,100,2018
KOR,-1,2018
MDA,510,2018
ROU,500,2018
RUS,-1,2018
RWA,3100,2018
KNA,-1,2018
LCA,-1,2018
VCT,-1,2018
WSM,-1,2018
SMR,-1,2018
STP,-1,2018
SAU,-1,2018
SEN,1600,2018
SRB,100,2018
SYC,-1,2018
SLE,3700,2018
SGP,100,2018
SVK,100,2018
SVN,-1,2018
SLB,-1,2018
SOM,510,2018
ZAF,66000,2018
SDS,8600,2018
ESP,810,2018
LKA,200,2018
SDN,2000,2018
SUR,200,2018
SWE,-1,2018
CHE,200,2018
SYR,100,2018
TJK,200,2018
THA,13000,2018
GBR,-1,2018
TLS,100,2018
TGO,3800,2018
TON,-1,2018
TTO,500,2018
TUN,500,2018
TUR,-1,2018
TKM,-1,2018
TUV,-1,2018
UGA,23000,2018
UKR,4600,2018
ARE,-1,2018
TZA,37000,2018
USA,7800,2018
URY,500,2018
UZB,740,2018
VUT,-1,2018
VEN,3100,2018
VNM,3900,2018
YEM,500,2018
ZMB,23000,2018
ZWE,25000,2018
AFG,500,2017
ALB,100,2017
DZA,500,2017
AND,-1,2017
AGO,16000,2017
ATG,-1,2017
ARG,1300,2017
ARM,-1,2017
AUS,100,2017
AUT,-1,2017
AZE,500,2017
BHS,200,2017
BHR,100,2017
BGD,500,2017
BRB,100,2017
BLR,500,2017
BEL,-1,2017
BLZ,200,2017
BEN,2100,2017
BTN,100,2017
BOL,720,2017
BIH,-1,2017
BWA,5000,2017
BRA,14000,2017
BRN,-1,2017
BGR,100,2017
BFA,3200,2017
BDI,2300,2017
CPV,100,2017
KHM,1700,2017
CMR,22000,2017
CAN,-1,2017
CAF,4400,2017
TCD,4300,2017
CHL,-1,2017
CHN,-1,2017
COL,2900,2017
COM,100,2017
COG,6400,2017
COK,-1,2017
CRI,200,2017
CIV,18000,2017
HRV,100,2017
CUB,500,2017
CYP,100,2017
CZE,-1,2017
PRK,-1,2017
COD,27000,2017
DNK,100,2017
DJI,500,2017
DMA,-1,2017
DOM,2900,2017
ECU,650,2017
EGY,510,2017
SLV,620,2017
GNQ,2200,2017
ERI,500,2017
EST,-1,2017
SWZ,3200,2017
ETH,15000,2017
FJI,100,2017
FIN,-1,2017
FRA,660,2017
GAB,1900,2017
GMB,1200,2017
GEO,100,2017
DEU,500,2017
GHA,17000,2017
GRC,100,2017
GRD,-1,2017
GTM,1200,2017
GIN,4600,2017
GNB,1800,2017
GUY,200,2017
HTI,2800,2017
HND,870,2017
HUN,-1,2017
ISL,100,2017
IND,79000,2017
IDN,25000,2017
IRN,4300,2017
IRQ,-1,2017
IRL,100,2017
ISR,-1,2017
ITA,740,2017
JAM,790,2017
JPN,-1,2017
JOR,-1,2017
KAZ,200,2017
KEN,26000,2017
KIR,-1,2017
KWT,-1,2017
KGZ,500,2017
LAO,500,2017
LVA,100,2017
LBN,100,2017
LSO,6500,2017
LBR,2100,2017
LBY,100,2017
LTU,100,2017
LUX,100,2017
MDG,1900,2017
MWI,19000,2017
MYS,1600,2017
MDV,-1,2017
MLI,5000,2017
MLT,-1,2017
MHL,-1,2017
MRT,570,2017
MUS,-1,2017
MEX,5300,2017
FSM,-1,2017
MCO,-1,2017
MNG,100,2017
MNE,100,2017
MAR,600,2017
MOZ,-1,2017
MMR,8900,2017
NAM,3500,2017
NRU,-1,2017
NPL,860,2017
NLD,100,2017
NZL,100,2017
NIC,500,2017
NER,1300,2017
NGA,58000,2017
NIU,-1,2017
MKD,-1,2017
NOR,100,2017
OMN,100,2017
PAK,6700,2017
PLW,-1,2017
PAN,-1,2017
PNG,520,2017
PRY,500,2017
PER,1400,2017
PHL,650,2017
POL,-1,2017
