name,cases,year
YEM,1786,2013
ARM,0,2013
AZE,0,2013
GEO,0,2013
KAZ,0,2013
KGZ,0,2013
TJK,0,2013
TKM,0,2013
TUR,0,2013
UZB,0,2013
BGD,77,2013
BTN,0,2013
IDN,2656,2013
IND,16741,2013
LKA,0,2013
MMR,1169,2013
NPL,6,2013
PRK,0,2013
THA,47,2013
TLS,2,2013
CHN,0,2013
KHM,231,2013
KOR,0,2013
LAO,125,2013
MYS,10,2013
PHL,36,2013
PNG,3452,2013
SLB,83,2013
VNM,34,2013
VUT,0,2013
AGO,12036,2014
BDI,4630,2014
BEN,10285,2014
BFA,22278,2014
BWA,5,2014
CAF,5995,2014
CMR,12725,2014
COD,56829,2014
